Hugo_Symbol	refseq.ID	protein.ID	aa.length
PAX7	NM_002584	NP_002575	520
PAX8	NM_003466	NP_003457	450
PAX9	NM_006194	NP_006185	341
PAXIP1	NM_007349	NP_031375	1069
PBK	NM_018492	NP_060962	322
PBLD	NM_022129	NP_071412	288
PBRM1	NM_018313	NP_060783	1582
PBX1	NM_002585	NP_002576	430
PBX2	NM_002586	NP_002577	430
PBX3	NM_006195	NP_006186	434
PBX4	NM_025245	NP_079521	374
PBXIP1	NM_020524	NP_065385	731
PC	NM_022172	NP_071504	1178
PCBD1	NM_000281	NP_000272	104
PCBD2	NM_032151	NP_115527	130
PCBP1	NM_006196	NP_006187	356
PCBP2	NM_005016	NP_005007	366
PCBP3	NM_020528	NP_065389	371
PCBP4	NM_033008	NP_127501	403
PCCA	NM_000282	NP_000273	728
PCCB	NM_001178014	NP_001171485	559
PCDH1	NM_032420	NP_115796	1237
PCDH10	NM_032961	NP_116586	1040
PCDH11X	NM_032968	NP_116750	1347
PCDH11Y	NM_032973	NP_116755	1340
PCDH12	NM_016580	NP_057664	1184
PCDH15	NM_001142763	NP_001136235	1962
PCDH17	NM_001040429	NP_001035519	1159
PCDH18	NM_019035	NP_061908	1135
PCDH19	NM_001184880	NP_001171809	1148
PCDH20	NM_022843	NP_073754	951
PCDH7	NM_001173523	NP_001166994	1255
PCDH8	NM_002590	NP_002581	1070
PCDH9	NM_203487	NP_982354	1237
PCDHA1	NM_018900	NP_061723	950
PCDHA10	NM_018901	NP_061724	948
PCDHA11	NM_018902	NP_061725	949
PCDHA12	NM_018903	NP_061726	941
PCDHA13	NM_018904	NP_061727	950
PCDHA2	NM_018905	NP_061728	948
PCDHA3	NM_018906	NP_061729	950
PCDHA4	NM_018907	NP_061730	947
PCDHA5	NM_018908	NP_061731	936
PCDHA6	NM_018909	NP_061732	950
PCDHA7	NM_018910	NP_061733	937
PCDHA8	NM_018911	NP_061734	950
PCDHA9	NM_031857	NP_114063	950
PCDHAC1	NM_018898	NP_061721	963
PCDHAC2	NM_018899	NP_061722	1007
PCDHB1	NM_013340	NP_037472	818
PCDHB10	NM_018930	NP_061753	800
PCDHB11	NM_018931	NP_061754	797
PCDHB12	NM_018932	NP_061755	795
PCDHB13	NM_018933	NP_061756	798
PCDHB14	NM_018934	NP_061757	798
PCDHB15	NM_018935	NP_061758	787
PCDHB16	NM_020957	NP_066008	776
PCDHB2	NM_018936	NP_061759	798
PCDHB3	NM_018937	NP_061760	796
PCDHB4	NM_018938	NP_061761	795
PCDHB5	NM_015669	NP_056484	795
PCDHB6	NM_018939	NP_061762	794
PCDHB7	NM_018940	NP_061763	793
PCDHB8	NM_019120	NP_061993	801
PCDHB9	NM_019119	NP_061992	797
PCDHGA1	NM_018912	NP_061735	931
PCDHGA10	NM_018913	NP_061736	936
PCDHGA11	NM_018914	NP_061737	935
PCDHGA12	NM_003735	NP_003726	932
PCDHGA2	NM_018915	NP_061738	932
PCDHGA3	NM_018916	NP_061739	932
PCDHGA4	NM_018917	NP_061740	931
PCDHGA5	NM_018918	NP_061741	931
PCDHGA6	NM_018919	NP_061742	932
PCDHGA7	NM_018920	NP_061743	932
PCDHGA8	NM_032088	NP_114477	932
PCDHGA9	NM_018921	NP_061744	932
PCDHGB1	NM_018922	NP_061745	927
PCDHGB2	NM_018923	NP_061746	931
PCDHGB3	NM_018924	NP_061747	929
PCDHGB4	NM_003736	NP_003727	923
PCDHGB5	NM_018925	NP_061748	923
PCDHGB6	NM_018926	NP_061749	930
PCDHGB7	NM_018927	NP_061750	929
PCDHGC3	NM_002588	NP_002579	934
PCDHGC4	NM_018928	NP_061751	938
PCDHGC5	NM_018929	NP_061752	944
PCED1A	NM_022760	NP_073597	454
PCED1B	NM_138371	NP_612380	432
PCF11	NM_015885	NP_056969	1555
PCGF1	NM_032673	NP_116062	259
PCGF2	NM_007144	NP_009075	344
PCGF3	NM_006315	NP_006306	242
PCGF5	NM_001256549	NP_001243478	256
PCGF6	NM_001011663	NP_001011663	350
PCID2	NM_001258212	NP_001245141	453
PCIF1	NM_022104	NP_071387	704
PCK1	NM_002591	NP_002582	622
PCK2	NM_004563	NP_004554	640
PCLO	NM_033026	NP_149015	5142
PCMT1	NM_001252049	NP_001238978	286
PCMTD1	NM_052937	NP_443169	357
PCMTD2	NM_018257	NP_060727	361
PCNA	NM_002592	NP_002583	261
PCNT	NM_006031	NP_006022	3336
PCNX	NM_014982	NP_055797	2341
PCNXL2	NM_014801	NP_055616	2137
PCNXL3	NM_032223	NP_115599	2034
PCNXL4	NM_022495	NP_071940	938
PCOLCE	NM_002593	NP_002584	449
PCOLCE2	NM_013363	NP_037495	415
PCP2	NM_174895	NP_777555	136
PCSK1	NM_000439	NP_000430	753
PCSK1N	NM_013271	NP_037403	260
PCSK2	NM_002594	NP_002585	638
PCSK4	NM_017573	NP_060043	755
PCSK5	NM_001190482	NP_001177411	1860
PCSK6	NM_138320	NP_612193	975
PCSK7	NM_004716	NP_004707	785
PCSK9	NM_174936	NP_777596	692
PCTP	NM_021213	NP_067036	214
PCYOX1	NM_016297	NP_057381	505
PCYOX1L	NM_024028	NP_076933	494
PCYT1A	NM_005017	NP_005008	367
PCYT1B	NM_004845	NP_004836	369
PCYT2	NM_001184917	NP_001171846	407
PDAP1	NM_014891	NP_055706	181
PDC	NM_002597	NP_002588	246
PDCD1	NM_005018	NP_005009	288
PDCD10	NM_007217	NP_009148	212
PDCD11	NM_014976	NP_055791	1871
PDCD1LG2	NM_025239	NP_079515	273
PDCD2	NM_002598	NP_002589	344
PDCD2L	NM_032346	NP_115722	358
PDCD4	NM_014456	NP_055271	469
PDCD5	NM_004708	NP_004699	125
PDCD6	NM_013232	NP_037364	191
PDCD6IP	NM_001162429	NP_001155901	873
PDCL	NM_005388	NP_005379	301
PDCL2	NM_152401	NP_689614	241
PDCL3	NM_024065	NP_076970	239
PDDC1	NM_182612	NP_872418	220
PDE10A	NM_001130690	NP_001124162	789
PDE11A	NM_016953	NP_058649	933
PDE12	NM_177966	NP_808881	609
PDE1A	NM_001258312	NP_001245241	549
PDE1B	NM_000924	NP_000915	536
PDE1C	NM_001191058	NP_001177987	769
PDE2A	NM_002599	NP_002590	941
PDE3A	NM_000921	NP_000912	1141
PDE3B	NM_000922	NP_000913	1112
PDE4A	NM_001111307	NP_001104777	886
PDE4B	NM_002600	NP_002591	736
PDE4C	NM_000923	NP_000914	712
PDE4D	NM_001104631	NP_001098101	809
PDE4DIP	NM_001198834	NP_001185763	2362
PDE5A	NM_001083	NP_001074	875
PDE6A	NM_000440	NP_000431	860
PDE6B	NM_000283	NP_000274	854
PDE6C	NM_006204	NP_006195	858
PDE6D	NM_002601	NP_002592	150
PDE6G	NM_002602	NP_002593	87
PDE6H	NM_006205	NP_006196	83
PDE7A	NM_001242318	NP_001229247	482
PDE7B	NM_018945	NP_061818	450
PDE8A	NM_002605	NP_002596	829
PDE8B	NM_003719	NP_003710	885
PDE9A	NM_002606	NP_002597	593
PDF	NM_022341	NP_071736	243
PDGFA	NM_002607	NP_002598	211
PDGFB	NM_002608	NP_002599	241
PDGFC	NM_016205	NP_057289	345
PDGFD	NM_025208	NP_079484	370
PDGFRA	NM_006206	NP_006197	1089
PDGFRB	NM_002609	NP_002600	1106
PDGFRL	NM_006207	NP_006198	375
PDHA1	NM_001173454	NP_001166925	428
PDHA2	NM_005390	NP_005381	388
PDHB	NM_000925	NP_000916	359
PDHX	NM_003477	NP_003468	501
PDIA2	NM_006849	NP_006840	525
PDIA3	NM_005313	NP_005304	505
PDIA4	NM_004911	NP_004902	645
PDIA5	NM_006810	NP_006801	519
PDIA6	NM_005742	NP_005733	440
PDIK1L	NM_152835	NP_690048	341
PDILT	NM_174924	NP_777584	584
PDK1	NM_002610	NP_002601	436
PDK2	NM_002611	NP_002602	407
PDK3	NM_001142386	NP_001135858	415
PDK4	NM_002612	NP_002603	411
PDLIM1	NM_020992	NP_066272	329
PDLIM2	NM_021630	NP_067643	602
PDLIM3	NM_014476	NP_055291	364
PDLIM4	NM_003687	NP_003678	330
PDLIM5	NM_001256426	NP_001243355	625
PDLIM7	NM_005451	NP_005442	457
PDP1	NM_001161779	NP_001155251	562
PDP2	NM_020786	NP_065837	529
PDPK1	NM_002613	NP_002604	556
PDPN	NM_006474	NP_006465	238
PDPR	NM_017990	NP_060460	879
PDRG1	NM_030815	NP_110442	133
PDS5B	NM_015032	NP_055847	1447
PDSS1	NM_014317	NP_055132	415
PDSS2	NM_020381	NP_065114	399
PDX1	NM_000209	NP_000200	283
PDXDC1	NM_015027	NP_055842	788
PDXK	NM_003681	NP_003672	312
PDXP	NM_020315	NP_064711	296
PDYN	NM_001190892	NP_001177821	254
PDZD11	NM_016484	NP_057568	140
PDZD2	NM_178140	NP_835260	2839
PDZD3	NM_001168468	NP_001161940	505
PDZD4	NM_032512	NP_115901	769
PDZD7	NM_001195263	NP_001182192	1033
PDZD8	NM_173791	NP_776152	1154
PDZK1	NM_002614	NP_002605	519
PDZRN3	NM_015009	NP_055824	1066
PDZRN4	NM_001164595	NP_001158067	1036
PEA15	NM_003768	NP_003759	130
PEAK1	NM_024776	NP_079052	1746
PEAR1	NM_001080471	NP_001073940	1037
PEBP1	NM_002567	NP_002558	187
PEBP4	NM_144962	NP_659399	227
PECAM1	NM_000442	NP_000433	738
PECR	NM_018441	NP_060911	303
PEF1	NM_012392	NP_036524	284
PEG10	NM_001172437	NP_001165908	784
PEG3	NM_006210	NP_006201	1588
PELI1	NM_020651	NP_065702	418
PELI2	NM_021255	NP_067078	420
PELI3	NM_145065	NP_659502	469
PELO	NM_015946	NP_057030	385
PELP1	NM_014389	NP_055204	1130
PEMT	NM_148172	NP_680477	236
PENK	NM_006211	NP_006202	267
PEPD	NM_000285	NP_000276	493
PER1	NM_002616	NP_002607	1290
PER2	NM_022817	NP_073728	1255
PER3	NM_016831	NP_058515	1201
PES1	NM_014303	NP_055118	588
PET100	NM_001171155	NP_001164626	73
PET112	NM_004564	NP_004555	557
PEX1	NM_000466	NP_000457	1283
PEX10	NM_153818	NP_722540	346
PEX11A	NM_003847	NP_003838	247
PEX11B	NM_003846	NP_003837	259
PEX11G	NM_080662	NP_542393	241
PEX12	NM_000286	NP_000277	359
PEX13	NM_002618	NP_002609	403
PEX14	NM_004565	NP_004556	377
PEX16	NM_057174	NP_476515	346
PEX19	NM_002857	NP_002848	299
PEX2	NM_000318	NP_000309	305
PEX26	NM_017929	NP_060399	305
PEX3	NM_003630	NP_003621	373
PEX5	NM_001131023	NP_001124495	654
PEX5L	NM_016559	NP_057643	626
PEX6	NM_000287	NP_000278	980
PEX7	NM_000288	NP_000279	323
PF4	NM_002619	NP_002610	101
PF4V1	NM_002620	NP_002611	104
PFAS	NM_012393	NP_036525	1338
PFDN1	NM_002622	NP_002613	122
PFDN2	NM_012394	NP_036526	154
PFDN4	NM_002623	NP_002614	134
PFDN5	NM_002624	NP_002615	154
PFDN6	NM_001185181	NP_001172110	129
PFKFB1	NM_002625	NP_002616	471
PFKFB2	NM_006212	NP_006203	505
PFKFB3	NM_004566	NP_004557	520
PFKFB4	NM_004567	NP_004558	469
PFKL	NM_002626	NP_002617	780
PFKM	NM_001166686	NP_001160158	851
PFKP	NM_002627	NP_002618	784
PFN1	NM_005022	NP_005013	140
PFN2	NM_002628	NP_002619	140
PFN3	NM_001029886	NP_001025057	137
PFN4	NM_199346	NP_955378	129
PGA3	NM_001079807	NP_001073275	388
PGA4	NM_001079808	NP_001073276	388
PGA5	NM_014224	NP_055039	388
PGAM1	NM_002629	NP_002620	254
PGAM2	NM_000290	NP_000281	253
PGAM4	NM_001029891	NP_001025062	254
PGAM5	NM_001170543	NP_001164014	289
PGAP1	NM_024989	NP_079265	922
PGAP2	NM_001256236	NP_001243165	372
PGAP3	NM_033419	NP_219487	320
PGBD1	NM_001184743	NP_001171672	809
PGBD2	NM_170725	NP_733843	592
PGBD3	NM_170753	NP_736609	593
PGBD4	NM_152595	NP_689808	585
PGBD5	NM_001258311	NP_001245240	524
PGC	NM_002630	NP_002621	388
PGD	NM_002631	NP_002622	483
PGF	NM_002632	NP_002623	170
PGGT1B	NM_005023	NP_005014	377
PGK1	NM_000291	NP_000282	417
PGK2	NM_138733	NP_620061	417
PGLS	NM_012088	NP_036220	258
PGLYRP1	NM_005091	NP_005082	196
PGLYRP2	NM_052890	NP_443122	576
PGLYRP3	NM_052891	NP_443123	341
PGLYRP4	NM_020393	NP_065126	373
PGM1	NM_001172818	NP_001166289	580
PGM2	NM_018290	NP_060760	612
PGM2L1	NM_173582	NP_775853	622
PGM3	NM_001199917	NP_001186846	570
PGM5	NM_021965	NP_068800	567
PGP	NM_001042371	NP_001035830	321
PGPEP1	NM_017712	NP_060182	209
PGPEP1L	NM_001102612	NP_001096082	196
PGR	NM_000926	NP_000917	933
PGRMC1	NM_006667	NP_006658	195
PGRMC2	NM_006320	NP_006311	247
PGS1	NM_024419	NP_077733	556
PHACTR1	NM_030948	NP_112210	580
PHACTR2	NM_001100164	NP_001093634	645
PHACTR3	NM_080672	NP_542403	559
PHACTR4	NM_023923	NP_076412	712
PHAX	NM_032177	NP_115553	394
PHB	NM_002634	NP_002625	272
PHB2	NM_001144831	NP_001138303	299
PHC1	NM_004426	NP_004417	1004
PHC2	NM_198040	NP_932157	858
PHC3	NM_024947	NP_079223	995
PHEX	NM_000444	NP_000435	749
PHF1	NM_024165	NP_077084	567
PHF10	NM_018288	NP_060758	498
PHF11	NM_001040443	NP_001035533	331
PHF12	NM_001033561	NP_001028733	1004
PHF13	NM_153812	NP_722519	300
PHF14	NM_014660	NP_055475	888
PHF15	NM_015288	NP_056103	790
PHF16	NM_014735	NP_055550	823
PHF17	NM_199320	NP_955352	842
PHF19	NM_015651	NP_056466	580
PHF2	NM_005392	NP_005383	1096
PHF20	NM_016436	NP_057520	1012
PHF20L1	NM_016018	NP_057102	1017
PHF21A	NM_001101802	NP_001095272	680
PHF21B	NM_138415	NP_612424	531
PHF23	NM_024297	NP_077273	403
PHF3	NM_015153	NP_055968	2039
PHF5A	NM_032758	NP_116147	110
PHF6	NM_001015877	NP_001015877	365
PHF7	NM_016483	NP_057567	381
PHF8	NM_001184896	NP_001171825	1060
PHGDH	NM_006623	NP_006614	533
PHIP	NM_017934	NP_060404	1821
PHKA1	NM_002637	NP_002628	1223
PHKA2	NM_000292	NP_000283	1235
PHKB	NM_000293	NP_000284	1093
PHKG1	NM_001258459	NP_001245388	419
PHKG2	NM_000294	NP_000285	406
PHLDA2	NM_003311	NP_003302	152
PHLDA3	NM_012396	NP_036528	127
PHLDB1	NM_015157	NP_055972	1377
PHLDB2	NM_001134438	NP_001127910	1253
PHLDB3	NM_198850	NP_942147	640
PHLPP1	NM_194449	NP_919431	1717
PHLPP2	NM_015020	NP_055835	1323
PHOSPHO1	NM_001143804	NP_001137276	292
PHOSPHO2	NM_001199285	NP_001186214	241
PHOSPHO2-KLHL23	NM_001199290	NP_001186219	558
PHOX2A	NM_005169	NP_005160	284
PHOX2B	NM_003924	NP_003915	314
PHPT1	NM_014172	NP_054891	125
PHRF1	NM_020901	NP_065952	1648
PHTF1	NM_006608	NP_006599	762
PHTF2	NM_001127357	NP_001120829	751
PHYH	NM_006214	NP_006205	338
PHYHD1	NM_174933	NP_777593	297
PHYHIP	NM_014759	NP_055574	330
PHYHIPL	NM_032439	NP_115815	376
PI15	NM_015886	NP_056970	258
PI16	NM_001199159	NP_001186088	463
PI3	NM_002638	NP_002629	117
PI4K2A	NM_018425	NP_060895	479
PI4K2B	NM_018323	NP_060793	481
PI4KA	NM_058004	NP_477352	2102
PI4KB	NM_002651	NP_002642	828
PIAS1	NM_016166	NP_057250	651
PIAS2	NM_004671	NP_004662	621
PIAS3	NM_006099	NP_006090	628
PIAS4	NM_015897	NP_056981	510
PIBF1	NM_006346	NP_006337	757
PICALM	NM_007166	NP_009097	652
PICK1	NM_001039583	NP_001034672	415
PID1	NM_017933	NP_060403	248
PIDD	NM_145886	NP_665893	910
PIEZO1	NM_001142864	NP_001136336	2521
PIEZO2	NM_022068	NP_071351	2752
PIF1	NM_025049	NP_079325	641
PIGA	NM_002641	NP_002632	484
PIGB	NM_004855	NP_004846	554
PIGC	NM_153747	NP_714969	297
PIGF	NM_002643	NP_002634	219
PIGG	NM_001127178	NP_001120650	983
PIGH	NM_004569	NP_004560	188
PIGK	NM_005482	NP_005473	395
PIGL	NM_004278	NP_004269	252
PIGM	NM_145167	NP_660150	423
PIGN	NM_012327	NP_036459	931
PIGO	NM_032634	NP_116023	1089
PIGP	NM_153681	NP_710148	158
PIGQ	NM_148920	NP_683721	760
PIGR	NM_002644	NP_002635	764
PIGS	NM_033198	NP_149975	555
PIGT	NM_015937	NP_057021	578
PIGU	NM_080476	NP_536724	435
PIGV	NM_017837	NP_060307	493
PIGW	NM_178517	NP_848612	504
PIGX	NM_001166304	NP_001159776	276
PIGZ	NM_025163	NP_079439	579
PIH1D1	NM_017916	NP_060386	290
PIH1D2	NM_138789	NP_620144	315
PIH1D3	NM_001169154	NP_001162625	214
PIK3C2A	NM_002645	NP_002636	1686
PIK3C2B	NM_002646	NP_002637	1634
PIK3C2G	NM_004570	NP_004561	1445
PIK3C3	NM_002647	NP_002638	887
PIK3CA	NM_006218	NP_006209	1068
PIK3CB	NM_006219	NP_006210	1070
PIK3CD	NM_005026	NP_005017	1044
PIK3CG	NM_002649	NP_002640	1102
PIK3IP1	NM_052880	NP_443112	263
PIK3R1	NM_181523	NP_852664	724
PIK3R2	NM_005027	NP_005018	728
PIK3R3	NM_003629	NP_003620	461
PIK3R4	NM_014602	NP_055417	1358
PIK3R5	NM_014308	NP_055123	880
PIK3R6	NM_001010855	NP_001010855	754
PIKFYVE	NM_015040	NP_055855	2098
PILRA	NM_013439	NP_038467	303
PILRB	NM_178238	NP_839956	227
PIM1	NM_001243186	NP_001230115	404
PIM2	NM_006875	NP_006866	311
PIM3	NM_001001852	NP_001001852	326
PIN1	NM_006221	NP_006212	163
PIN4	NM_006223	NP_006214	156
PINK1	NM_032409	NP_115785	581
PINLYP	NM_001193621	NP_001180550	228
PINX1	NM_017884	NP_060354	328
PIP	NM_002652	NP_002643	146
PIP4K2A	NM_005028	NP_005019	406
PIP4K2B	NM_003559	NP_003550	416
PIP4K2C	NM_024779	NP_079055	421
PIP5K1A	NM_001135638	NP_001129110	562
PIP5K1B	NM_003558	NP_003549	540
PIP5K1C	NM_012398	NP_036530	668
PIP5KL1	NM_001135219	NP_001128691	394
PIPOX	NM_016518	NP_057602	390
PIR	NM_003662	NP_003653	290
PISD	NM_014338	NP_055153	375
PITHD1	NM_020362	NP_065095	211
PITPNA	NM_006224	NP_006215	270
PITPNB	NM_012399	NP_036531	271
PITPNC1	NM_012417	NP_036549	332
PITPNM1	NM_004910	NP_004901	1244
PITPNM2	NM_020845	NP_065896	1349
PITPNM3	NM_031220	NP_112497	974
PITRM1	NM_001242307	NP_001229236	1038
PITX1	NM_002653	NP_002644	314
PITX2	NM_000325	NP_000316	324
PITX3	NM_005029	NP_005020	302
PIWIL1	NM_004764	NP_004755	861
PIWIL2	NM_018068	NP_060538	973
PIWIL3	NM_001008496	NP_001008496	882
PIWIL4	NM_152431	NP_689644	852
PJA1	NM_145119	NP_660095	643
PJA2	NM_014819	NP_055634	708
PKD1	NM_001009944	NP_001009944	4303
PKD1L1	NM_138295	NP_612152	2849
PKD1L2	NM_052892	NP_443124	2459
PKD1L3	NM_181536	NP_853514	1732
PKD2	NM_000297	NP_000288	968
PKD2L1	NM_016112	NP_057196	805
PKD2L2	NM_014386	NP_055201	613
PKDCC	NM_138370	NP_612379	493
PKDREJ	NM_006071	NP_006062	2253
PKHD1	NM_138694	NP_619639	4074
PKHD1L1	NM_177531	NP_803875	4243
PKIA	NM_006823	NP_006814	76
PKIB	NM_001270394	NP_001257323	85
PKIG	NM_181804	NP_861520	76
PKLR	NM_000298	NP_000289	574
PKM	NM_001206796	NP_001193725	605
PKMYT1	NM_004203	NP_004194	499
PKN1	NM_213560	NP_998725	948
PKN2	NM_006256	NP_006247	984
PKN3	NM_013355	NP_037487	889
PKNOX1	NM_004571	NP_004562	436
PKNOX2	NM_022062	NP_071345	472
PKP1	NM_000299	NP_000290	747
PKP2	NM_004572	NP_004563	881
PKP3	NM_007183	NP_009114	797
PKP4	NM_003628	NP_003619	1192
PLA1A	NM_015900	NP_056984	456
PLA2G10	NM_003561	NP_003552	165
PLA2G12B	NM_032562	NP_115951	195
PLA2G15	NM_012320	NP_036452	412
PLA2G16	NM_007069	NP_009000	162
PLA2G1B	NM_000928	NP_000919	148
PLA2G2A	NM_000300	NP_000291	144
PLA2G2C	NM_001105572	NP_001099042	150
PLA2G2D	NM_012400	NP_036532	145
PLA2G2E	NM_014589	NP_055404	142
PLA2G2F	NM_022819	NP_073730	211
PLA2G3	NM_015715	NP_056530	509
PLA2G4A	NM_024420	NP_077734	749
PLA2G4B	NM_001114633	NP_001108105	781
PLA2G4C	NM_001159322	NP_001152794	551
PLA2G4D	NM_178034	NP_828848	818
PLA2G4E	NM_001206670	NP_001193599	868
PLA2G4F	NM_213600	NP_998765	849
PLA2G5	NM_000929	NP_000920	138
PLA2G6	NM_003560	NP_003551	806
PLA2G7	NM_005084	NP_005075	441
PLA2R1	NM_007366	NP_031392	1463
PLAA	NM_001031689	NP_001026859	795
PLAC1L	NM_173801	NP_776162	158
PLAC8	NM_016619	NP_057703	115
PLAC8L1	NM_001029869	NP_001025040	177
PLAG1	NM_002655	NP_002646	500
PLAGL1	NM_006718	NP_006709	463
PLAGL2	NM_002657	NP_002648	496
PLAT	NM_000930	NP_000921	562
PLAU	NM_002658	NP_002649	431
PLAUR	NM_002659	NP_002650	335
PLB1	NM_153021	NP_694566	1458
PLBD1	NM_024829	NP_079105	553
PLBD2	NM_173542	NP_775813	589
PLCB1	NM_015192	NP_056007	1216
PLCB2	NM_004573	NP_004564	1185
PLCB3	NM_000932	NP_000923	1234
PLCB4	NM_000933	NP_000924	1194
PLCD1	NM_001130964	NP_001124436	777
PLCD3	NM_133373	NP_588614	789
PLCD4	NM_032726	NP_116115	762
PLCE1	NM_016341	NP_057425	2302
PLCG1	NM_002660	NP_002651	1291
PLCG2	NM_002661	NP_002652	1265
PLCH1	NM_001130960	NP_001124432	1693
PLCH2	NM_014638	NP_055453	1416
PLCL1	NM_006226	NP_006217	1095
PLCL2	NM_001144382	NP_001137854	1127
PLCXD1	NM_018390	NP_060860	323
PLCXD2	NM_001185106	NP_001172035	305
PLCXD3	NM_001005473	NP_001005473	321
PLCZ1	NM_033123	NP_149114	608
PLD1	NM_002662	NP_002653	1074
PLD2	NM_002663	NP_002654	933
PLD3	NM_001031696	NP_001026866	490
PLD4	NM_138790	NP_620145	506
PLD5	NM_152666	NP_689879	536
PLD6	NM_178836	NP_849158	252
PLEC	NM_201380	NP_958782	4684
PLEK	NM_002664	NP_002655	350
PLEK2	NM_016445	NP_057529	353
PLEKHA1	NM_001001974	NP_001001974	404
PLEKHA2	NM_021623	NP_067636	425
PLEKHA3	NM_019091	NP_061964	300
PLEKHA4	NM_020904	NP_065955	779
PLEKHA5	NM_001256470	NP_001243399	1282
PLEKHA6	NM_014935	NP_055750	1048
PLEKHA7	NM_175058	NP_778228	1121
PLEKHA8	NM_001197026	NP_001183955	519
PLEKHB1	NM_021200	NP_067023	243
PLEKHB2	NM_001267062	NP_001253991	236
PLEKHD1	NM_001161498	NP_001154970	506
PLEKHF1	NM_024310	NP_077286	279
PLEKHF2	NM_024613	NP_078889	249
PLEKHG1	NM_001029884	NP_001025055	1385
PLEKHG2	NM_022835	NP_073746	1386
PLEKHG3	NM_015549	NP_056364	1163
PLEKHG4	NM_015432	NP_056247	1191
PLEKHG4B	NM_052909	NP_443141	1271
PLEKHG5	NM_001265592	NP_001252521	1085
PLEKHG6	NM_018173	NP_060643	790
PLEKHG7	NM_001004330	NP_001004330	379
PLEKHH1	NM_020715	NP_065766	1364
PLEKHH2	NM_172069	NP_742066	1493
PLEKHH3	NM_024927	NP_079203	793
PLEKHJ1	NM_018049	NP_060519	149
PLEKHM1	NM_014798	NP_055613	1056
PLEKHM2	NM_015164	NP_055979	1019
PLEKHM3	NM_001080475	NP_001073944	761
PLEKHN1	NM_032129	NP_115505	611
PLEKHO1	NM_016274	NP_057358	409
PLEKHO2	NM_025201	NP_079477	490
PLEKHS1	NM_182601	NP_872407	465
PLG	NM_000301	NP_000292	810
PLGLB1	NM_001032392	NP_001027564	96
PLGLB2	NM_002665	NP_002656	96
PLGRKT	NM_018465	NP_060935	147
PLIN1	NM_002666	NP_002657	522
PLIN2	NM_001122	NP_001113	437
PLIN3	NM_005817	NP_005808	434
PLIN4	NM_001080400	NP_001073869	1357
PLIN5	NM_001013706	NP_001013728	463
PLK1	NM_005030	NP_005021	603
PLK2	NM_006622	NP_006613	685
PLK3	NM_004073	NP_004064	646
PLK4	NM_014264	NP_055079	970
PLK5	NM_001243079	NP_001230008	336
PLLP	NM_015993	NP_057077	182
PLN	NM_002667	NP_002658	52
PLOD1	NM_000302	NP_000293	727
PLOD2	NM_182943	NP_891988	758
PLOD3	NM_001084	NP_001075	738
PLP1	NM_001128834	NP_001122306	277
PLP2	NM_002668	NP_002659	152
PLRG1	NM_002669	NP_002660	514
PLS1	NM_002670	NP_002661	629
PLS3	NM_005032	NP_005023	630
PLSCR1	NM_021105	NP_066928	318
PLSCR2	NM_001199978	NP_001186907	297
PLSCR3	NM_020360	NP_065093	295
PLSCR4	NM_020353	NP_065086	329
PLSCR5	NM_001085420	NP_001078889	271
PLTP	NM_006227	NP_006218	493
PLVAP	NM_031310	NP_112600	442
PLXDC1	NM_020405	NP_065138	500
PLXDC2	NM_032812	NP_116201	529
PLXNA1	NM_032242	NP_115618	1896
PLXNA2	NM_025179	NP_079455	1894
PLXNA3	NM_017514	NP_059984	1871
PLXNA4	NM_020911	NP_065962	1894
PLXNB1	NM_002673	NP_002664	2135
PLXNB2	NM_012401	NP_036533	1838
PLXNB3	NM_001163257	NP_001156729	1932
PLXNC1	NM_005761	NP_005752	1568
PLXND1	NM_015103	NP_055918	1925
PM20D1	NM_152491	NP_689704	502
PM20D2	NM_001010853	NP_001010853	436
PMCH	NM_002674	NP_002665	165
PMEL	NM_001200054	NP_001186983	668
PMF1	NM_001199654	NP_001186583	207
PMF1-BGLAP	NM_001199661	NP_001186590	220
PMFBP1	NM_031293	NP_112583	1007
PML	NM_033238	NP_150241	882
PMM1	NM_002676	NP_002667	262
PMM2	NM_000303	NP_000294	246
PMP2	NM_002677	NP_002668	132
PMP22	NM_000304	NP_000295	160
PMPCA	NM_015160	NP_055975	525
PMPCB	NM_004279	NP_004270	489
PMS1	NM_000534	NP_000525	932
PMS2	NM_000535	NP_000526	862
PMVK	NM_006556	NP_006547	192
PNCK	NM_001039582	NP_001034671	426
PNKD	NM_015488	NP_056303	385
PNKP	NM_007254	NP_009185	521
PNLDC1	NM_173516	NP_775787	520
PNLIP	NM_000936	NP_000927	465
PNLIPRP1	NM_006229	NP_006220	467
PNLIPRP2	NM_005396	NP_005387	470
PNLIPRP3	NM_001011709	NP_001011709	467
PNMA2	NM_007257	NP_009188	364
PNMT	NM_002686	NP_002677	282
PNN	NM_002687	NP_002678	717
PNO1	NM_020143	NP_064528	252
PNOC	NM_006228	NP_006219	176
PNP	NM_000270	NP_000261	289
PNPLA1	NM_001145717	NP_001139189	532
PNPLA2	NM_020376	NP_065109	504
PNPLA3	NM_025225	NP_079501	481
PNPLA4	NM_004650	NP_004641	253
PNPLA5	NM_138814	NP_620169	429
PNPLA6	NM_001166111	NP_001159583	1375
PNPLA7	NM_001098537	NP_001092007	1342
PNPLA8	NM_015723	NP_056538	782
